City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
385,Sakakah,29.9697,40.2064,56.95,47,97,10.2,SA,2021-12-10 18:14:32
386,Gorontalo,0.5412,123.0595,76.5,95,94,2.39,ID,2021-12-10 18:14:32
387,Santiago Del Estero,-27.7951,-64.2615,84.81,33,78,7.49,AR,2021-12-10 18:14:33
388,Lepe,37.2548,-7.2043,61.11,77,56,10.36,ES,2021-12-10 18:09:47
389,Jalu,29.0331,21.5482,58.3,28,0,7.83,LY,2021-12-10 18:14:33
390,Kiama,-34.6833,150.8667,59.45,77,98,7.0,AU,2021-12-10 18:14:34
391,Garowe,8.4054,48.4845,73.09,53,33,19.24,SO,2021-12-10 18:14:34
392,Nantucket,41.2835,-70.0995,48.04,79,100,9.15,US,2021-12-10 18:11:04
393,El Alto,-4.2714,-81.2147,80.26,73,94,10.42,PE,2021-12-10 18:14:35
394,Bambous Virieux,-20.3428,57.7575,78.22,69,88,11.95,MU,2021-12-10 18:14:35
395,Sandakan,5.8402,118.1179,76.39,91,100,2.17,MY,2021-12-10 18:14:35
396,Zhicheng,30.2956,111.5047,50.9,79,100,5.32,CN,2021-12-10 18:14:36
397,San Jose,37.3394,-121.895,54.48,72,20,0.0,US,2021-12-10 18:12:30
398,Humaita,-7.5061,-63.0208,84.22,64,85,6.04,BR,2021-12-10 18:10:44
399,Voh,-20.9667,164.7,78.13,86,100,4.32,NC,2021-12-10 18:14:36
400,Leningradskiy,69.3833,178.4167,-19.57,88,98,19.15,RU,2021-12-10 18:14:37
401,Raga,8.4596,25.678,80.65,24,9,3.53,SS,2021-12-10 18:14:37
402,Itarema,-2.9248,-39.9167,86.65,58,86,14.85,BR,2021-12-10 18:14:37
403,Irbeyskoye,55.6428,95.4522,9.88,89,100,12.08,RU,2021-12-10 18:14:38
404,Felanitx,39.4696,3.1483,63.12,54,99,30.74,ES,2021-12-10 18:12:40
405,Banjar,-8.19,114.9675,84.06,88,56,5.59,ID,2021-12-10 18:14:38
406,Mecca,21.4267,39.8261,75.18,65,31,1.43,SA,2021-12-10 18:12:16
407,Chinsali,-10.5414,32.0816,77.43,32,54,6.69,ZM,2021-12-10 18:14:38
408,Bengkulu,-3.8004,102.2655,75.58,92,100,2.15,ID,2021-12-10 18:14:39
409,Petropavlovsk-Kamchatskiy,53.0452,158.6483,22.78,100,64,9.24,RU,2021-12-10 18:14:39
410,Tres Arroyos,-38.3739,-60.2798,76.64,50,91,9.91,AR,2021-12-10 18:14:39
411,Natal,-5.795,-35.2094,88.45,58,40,18.41,BR,2021-12-10 18:14:40
412,Raudeberg,61.9875,5.1352,38.07,63,50,1.01,NO,2021-12-10 18:14:40
413,Nelspruit,-25.4745,30.9703,74.84,70,87,1.21,ZA,2021-12-10 18:14:40
414,Gainesville,29.6516,-82.3248,81.79,70,1,1.01,US,2021-12-10 18:13:37
415,Kaeo,-35.1,173.7833,63.32,95,67,2.95,NZ,2021-12-10 18:14:41
416,Kodinsk,58.6881,99.1844,1.26,93,100,9.91,RU,2021-12-10 18:15:41
417,Beyneu,45.3167,55.2,39.18,90,100,16.53,KZ,2021-12-10 18:15:42
418,Bataysk,47.1398,39.7518,48.88,61,96,9.13,RU,2021-12-10 18:15:42
419,Bossangoa,6.4926,17.4552,80.94,26,45,3.53,CF,2021-12-10 18:15:43
420,Abu Samrah,35.3029,37.1841,54.88,59,39,8.41,SY,2021-12-10 18:15:43
421,Chotila,22.4167,71.1833,75.25,50,0,8.81,IN,2021-12-10 18:15:43
422,Mizdah,31.4451,12.9801,50.02,36,0,10.16,LY,2021-12-10 18:15:44
423,Jiangyou,31.7667,104.7167,49.41,91,100,0.47,CN,2021-12-10 18:15:44
424,Dicabisagan,17.0818,122.4157,74.71,84,88,7.34,PH,2021-12-10 18:15:44
425,Naze,28.3667,129.4833,63.09,63,15,7.92,JP,2021-12-10 18:15:45
426,Rabo De Peixe,37.8,-25.5833,65.28,96,20,6.91,PT,2021-12-10 18:15:45
427,Mormugao,15.4,73.8,80.53,70,72,5.64,IN,2021-12-10 18:15:45
428,Celestun,20.8667,-90.4,84.7,59,22,2.46,MX,2021-12-10 18:15:46
429,Omsukchan,62.5333,155.8,-23.71,72,34,2.13,RU,2021-12-10 18:15:46
430,Grindavik,63.8424,-22.4338,32.47,74,0,6.91,IS,2021-12-10 18:15:46
431,Christchurch,-43.5333,172.6333,61.03,93,90,1.01,NZ,2021-12-10 18:15:47
432,Shimoda,34.6667,138.95,44.1,74,68,1.21,JP,2021-12-10 18:15:47
433,Souillac,-20.5167,57.5167,78.37,78,40,5.75,MU,2021-12-10 18:15:47
434,Pacifica,37.6138,-122.4869,54.34,65,1,1.01,US,2021-12-10 18:15:26
435,Leisure City,25.4954,-80.4292,84.99,70,40,11.5,US,2021-12-10 18:13:43
436,Kieta,-6.2167,155.6333,79.38,85,100,3.85,PG,2021-12-10 18:15:48
437,Oktyabrskiy,54.4815,53.471,21.49,95,100,10.27,RU,2021-12-10 18:15:48
438,Nelson Bay,-32.7167,152.15,63.1,71,95,3.0,AU,2021-12-10 18:15:49
439,Les Cayes,18.2,-73.75,86.7,50,0,7.18,HT,2021-12-10 18:15:49
440,Pasaco,13.9772,-90.2064,94.21,29,2,7.52,GT,2021-12-10 18:15:49
441,Vardo,70.3705,31.1107,24.78,86,75,24.16,NO,2021-12-10 18:15:50
442,Sulphur,30.2366,-93.3774,81.21,81,90,18.41,US,2021-12-10 18:15:50
443,Pipraich,26.8264,83.53,59.05,41,0,5.88,IN,2021-12-10 18:15:51
444,Taltal,-25.4,-70.4833,64.2,74,37,4.59,CL,2021-12-10 18:15:51
445,Chivolo,10.025,-74.6228,92.84,38,88,4.09,CO,2021-12-10 18:15:51
446,Kurumkan,54.3,110.3,6.42,95,98,1.43,RU,2021-12-10 18:15:52
447,Solnechnyy,50.7214,136.6319,20.1,94,100,4.72,RU,2021-12-10 18:15:52
448,Kyaikkami,16.08,97.5675,78.01,67,26,6.02,MM,2021-12-10 18:15:52
449,Oranjestad,12.524,-70.027,85.95,62,20,8.99,AW,2021-12-10 18:15:53
450,Nueva Gorgona,8.55,-79.8667,89.71,65,7,10.67,PA,2021-12-10 18:15:53
451,Polyarnyy,69.1989,33.4478,14.47,78,100,13.51,RU,2021-12-10 18:15:53
452,Burgersdorp,-30.9977,26.3286,65.8,63,93,14.72,ZA,2021-12-10 18:15:54
453,Boke,10.9409,-14.2967,87.28,45,100,3.96,GN,2021-12-10 18:15:54
454,Guarapari,-20.6667,-40.4975,82.29,75,21,8.93,BR,2021-12-10 18:15:54
455,Prescott,34.54,-112.4685,45.9,71,75,3.0,US,2021-12-10 18:12:34
456,Salihorsk,52.7876,27.5415,38.07,96,100,18.28,BY,2021-12-10 18:15:55
457,Victoria Point,-27.5833,153.3,64.62,79,0,1.99,AU,2021-12-10 18:15:55
458,Nagua,19.3832,-69.8474,84.51,83,75,20.71,DO,2021-12-10 18:15:56
459,Cherrapunji,25.3,91.7,49.44,76,0,4.79,IN,2021-12-10 18:15:56
460,Talnakh,69.4865,88.3972,-23.8,97,97,8.37,RU,2021-12-10 18:15:56
461,Ntcheu,-14.8203,34.6359,74.07,38,56,1.07,MW,2021-12-10 18:15:57
462,Paratinga,-12.6906,-43.1842,86.9,56,83,2.37,BR,2021-12-10 18:16:57
463,Barguzin,53.6167,109.6167,11.89,87,100,8.52,RU,2021-12-10 18:16:57
464,Grants,35.1473,-107.8514,37.63,60,75,25.32,US,2021-12-10 18:13:48
465,Shadrinsk,56.0852,63.6335,17.62,90,100,4.97,RU,2021-12-10 18:16:58
466,Sinnamary,5.3833,-52.95,78.6,89,100,8.5,GF,2021-12-10 18:16:58
467,Te Anau,-45.4167,167.7167,50.86,86,100,2.28,NZ,2021-12-10 18:16:59
468,Sungaipenuh,-2.0833,101.3833,65.21,97,100,2.68,ID,2021-12-10 18:16:59
469,Calamar,10.2511,-74.9146,87.75,50,69,6.53,CO,2021-12-10 18:16:59
470,Rio Grande,-32.035,-52.0986,75.31,62,32,12.08,BR,2021-12-10 18:15:19
471,Hami,42.8,93.45,25.54,48,29,5.32,CN,2021-12-10 18:17:00
472,Jaisalmer,26.9147,70.9181,64.09,23,72,7.65,IN,2021-12-10 18:17:00
473,Wajir,1.7471,40.0573,84.67,33,25,8.23,KE,2021-12-10 18:17:00
474,Lafayette,30.2335,-92.0668,80.98,80,90,5.01,US,2021-12-10 18:16:54
475,Murwillumbah,-28.3167,153.4,62.94,82,0,5.75,AU,2021-12-10 18:17:01
476,Aripuana,-9.1667,-60.6333,87.03,64,99,4.52,BR,2021-12-10 18:12:27
477,Asfi,32.2994,-9.2372,61.97,72,0,22.95,MA,2021-12-10 18:17:01
478,Enshi,30.3,109.4833,51.51,98,100,1.07,CN,2021-12-10 18:17:02
479,Buldana,20.5333,76.1833,66.24,52,1,3.87,IN,2021-12-10 18:17:02
480,Axim,4.8699,-2.2405,81.19,81,70,9.44,GH,2021-12-10 18:17:03
481,Noyabrsk,63.1994,75.4507,18.0,93,100,19.28,RU,2021-12-10 18:14:55
482,Tarakan,3.3,117.6333,78.3,89,40,2.3,ID,2021-12-10 18:17:03
483,Biltine,14.5333,20.9167,79.25,14,3,8.88,TD,2021-12-10 18:17:03
484,Dolgoderevenskoye,55.3444,61.3444,10.74,85,0,2.24,RU,2021-12-10 18:17:04
485,Derzhavinsk,51.1,66.3167,17.46,76,100,9.89,KZ,2021-12-10 18:17:04
486,Teluk Nibung,3.001,99.8164,75.97,93,100,3.94,ID,2021-12-10 18:17:04
487,Upernavik,72.7868,-56.1549,0.39,86,84,6.53,GL,2021-12-10 18:17:05
488,Vallenar,-28.5708,-70.7581,78.91,30,10,13.94,CL,2021-12-10 18:15:16
489,Bodden Town,19.2833,-81.25,84.2,74,40,11.99,KY,2021-12-10 18:17:05
490,Gasa,31.5,34.4667,67.17,45,85,5.23,PS,2021-12-10 18:17:06
491,Isla Mujeres,21.2311,-86.731,84.25,70,20,14.83,MX,2021-12-10 18:17:06
492,Beidao,34.5686,105.8933,39.4,92,98,2.26,CN,2021-12-10 18:17:06
493,Iquitos,-3.7481,-73.2472,80.64,89,75,2.3,PE,2021-12-10 18:17:07
494,Harper,4.375,-7.7169,81.7,76,55,8.34,LR,2021-12-10 18:17:07
495,Skelleftea,64.7507,20.9528,25.16,69,90,2.3,SE,2021-12-10 18:17:07
496,Maldonado,-34.6667,-54.9167,76.39,40,91,13.82,UY,2021-12-10 18:17:08
497,Mount Vernon,40.9126,-73.8371,53.11,58,90,1.01,US,2021-12-10 18:15:02
498,Sooke,48.3746,-123.7276,44.28,86,100,13.8,CA,2021-12-10 18:17:08
499,Tuatapere,-46.1333,167.6833,55.81,88,100,2.46,NZ,2021-12-10 18:17:08
500,Kalispell,48.1958,-114.3129,28.67,72,40,10.0,US,2021-12-10 18:17:09
501,Tevaitoa,-16.7833,-151.5,81.3,67,67,14.29,PF,2021-12-10 18:17:09
502,Jerome,42.7241,-114.5186,31.55,72,1,20.71,US,2021-12-10 18:17:09
503,Tilichiki,60.4667,166.1,-15.41,88,69,9.13,RU,2021-12-10 18:17:10
504,Shelburne,44.0787,-80.2041,37.85,92,100,8.21,CA,2021-12-10 18:16:39
505,Thio,-21.6167,166.2167,80.56,85,99,7.85,NC,2021-12-10 18:17:10
506,Botou,38.0667,116.5667,42.55,45,100,1.21,CN,2021-12-10 18:17:11
507,Vanimo,-2.6741,141.3028,79.65,89,100,8.63,PG,2021-12-10 18:17:11
508,Honningsvag,70.9821,25.9704,29.95,74,40,11.5,NO,2021-12-10 18:17:12
509,San Quintin,30.4833,-115.95,60.87,53,6,12.48,MX,2021-12-10 18:17:12
510,Tuburan,6.6439,122.2736,77.09,80,87,3.96,PH,2021-12-10 18:18:12
511,Sarangani,5.4033,125.4636,82.81,76,77,11.07,PH,2021-12-10 18:18:13
512,Los Llanos De Aridane,28.6585,-17.9182,64.15,70,75,18.99,ES,2021-12-10 18:18:13
513,Wahiawa,21.5028,-158.0236,73.8,77,70,10.33,US,2021-12-10 18:18:13
514,Emerald,-23.5333,148.1667,70.99,49,0,13.02,AU,2021-12-10 18:18:14
515,Catio,11.2833,-15.25,83.48,56,100,7.9,GW,2021-12-10 18:18:14
516,Saint-Pierre,-21.3393,55.4781,78.48,70,20,14.97,RE,2021-12-10 18:18:14
517,Jodhpur,26.2867,73.03,61.77,27,85,9.15,IN,2021-12-10 18:18:15
518,Catamarca,-28.4696,-65.7852,79.05,62,83,2.24,AR,2021-12-10 18:18:15
519,Tignere,7.3667,12.65,72.46,24,10,4.7,CM,2021-12-10 18:18:15
520,Remedios,22.4947,-79.5458,83.32,65,6,16.44,CU,2021-12-10 18:18:16
521,Havre-Saint-Pierre,50.2334,-63.5986,19.99,53,1,4.61,CA,2021-12-10 18:18:16
522,Iralaya,15.0,-83.2333,86.09,66,63,12.44,HN,2021-12-10 18:18:16
523,Umba,66.6871,34.3429,18.73,81,100,10.8,RU,2021-12-10 18:18:17
524,Nizhneangarsk,55.7833,109.55,1.81,76,95,12.1,RU,2021-12-10 18:18:17
525,Canto Do Buriti,-8.11,-42.9444,88.74,55,60,1.07,BR,2021-12-10 18:18:17
526,Aklavik,68.2191,-135.0107,-1.37,77,75,6.91,CA,2021-12-10 18:18:18
527,Port Hardy,50.6996,-127.4199,45.75,93,90,10.36,CA,2021-12-10 18:18:18
528,Severo-Yeniseyskiy,60.3725,93.0408,-14.08,100,84,4.56,RU,2021-12-10 18:18:18
529,Marawi,7.9986,124.2928,68.65,96,100,1.07,PH,2021-12-10 18:18:19
530,San Jeronimo,-11.9472,-75.2829,65.01,49,99,3.91,PE,2021-12-10 18:18:19
531,Goba,7.0167,39.9833,46.74,33,4,4.65,ET,2021-12-10 18:18:19
532,Denpasar,-8.65,115.2167,83.86,79,40,10.36,ID,2021-12-10 18:18:20
533,Carnduff,49.1667,-101.8009,16.38,86,79,8.3,CA,2021-12-10 18:18:20
534,Isiro,2.7739,27.616,70.77,73,100,2.55,CD,2021-12-10 18:18:20
535,Pran Buri,12.3847,99.9098,73.89,76,2,5.35,TH,2021-12-10 18:18:21
536,Port Hueneme,34.1478,-119.1951,62.87,48,1,3.44,US,2021-12-10 18:18:21
537,Seoul,37.5683,126.9778,40.44,74,92,0.94,KR,2021-12-10 18:14:35
538,Musoma,-1.5,33.8,69.76,80,83,8.46,TZ,2021-12-10 18:18:21
539,Sept-Iles,50.2001,-66.3821,16.05,68,90,1.99,CA,2021-12-10 18:18:02
540,Cervo,43.6702,-7.4101,56.97,83,98,14.85,ES,2021-12-10 18:18:22
541,Udachnyy,66.4167,112.4,-11.96,95,100,15.9,RU,2021-12-10 18:18:22
542,Puerto Maldonado,-12.6,-69.1833,88.2,62,20,4.61,PE,2021-12-10 18:18:23
543,Osakarovka,50.565,72.5692,13.15,63,19,9.01,KZ,2021-12-10 18:18:23
544,Upata,8.0086,-62.3989,80.49,72,100,7.31,VE,2021-12-10 18:18:23
545,Luorong,24.4058,109.6086,59.81,76,2,3.47,CN,2021-12-10 18:18:24
546,Carutapera,-1.195,-46.02,83.73,74,52,10.36,BR,2021-12-10 18:18:24
547,Superior,46.7208,-92.1041,32.02,79,90,3.44,US,2021-12-10 18:16:38
548,Swan Hill,-35.3378,143.5544,53.08,77,1,10.07,AU,2021-12-10 18:18:24
549,Jackson,42.4165,-122.8345,40.24,86,40,3.44,US,2021-12-10 18:14:19
550,Cockburn Town,21.4612,-71.1419,75.16,83,40,17.27,TC,2021-12-10 18:18:25
551,Sikonge,-5.6333,32.7667,75.83,46,78,4.56,TZ,2021-12-10 18:18:25
552,Katangli,51.7102,143.2326,28.17,89,100,6.33,RU,2021-12-10 18:18:26
553,Normandin,48.8333,-72.5321,12.51,85,100,6.91,CA,2021-12-10 18:18:26
554,Awjilah,29.1081,21.2869,59.09,24,0,7.38,LY,2021-12-10 18:18:26
555,Bambanglipuro,-7.95,110.2833,65.61,85,98,2.53,ID,2021-12-10 18:18:27
556,Viedma,-40.8135,-62.9967,83.5,30,10,8.3,AR,2021-12-10 18:18:27
557,Morro Bay,35.3658,-120.8499,58.98,61,68,3.0,US,2021-12-10 18:18:27
558,Bamenda,5.9527,10.1582,69.82,37,15,2.86,CM,2021-12-10 18:19:28
559,Matadi,-5.8167,13.45,81.14,83,66,2.24,CD,2021-12-10 18:19:28
560,Ambulu,-8.345,113.6058,76.71,89,24,2.13,ID,2021-12-10 18:19:28
561,Uyuni,-20.4597,-66.825,63.59,37,77,14.88,BO,2021-12-10 18:19:29
562,Paliyad,22.25,71.5667,70.74,50,0,9.62,IN,2021-12-10 18:19:29
563,Galion,40.7337,-82.7899,56.35,74,52,11.12,US,2021-12-10 18:19:29
564,Kutum,14.2,24.6667,69.62,18,1,7.23,SD,2021-12-10 18:19:30
565,Novoagansk,61.9449,76.6625,20.62,84,100,13.4,RU,2021-12-10 18:19:30
566,Petatlan,17.5167,-101.2667,89.4,56,70,5.35,MX,2021-12-10 18:19:31
567,Barabai,-2.5833,115.3833,74.59,98,98,2.15,ID,2021-12-10 18:19:31
568,Beliator,23.3333,87.2167,66.34,52,41,3.27,IN,2021-12-10 18:19:31
569,Orlik,52.5178,99.825,-8.07,91,91,4.16,RU,2021-12-10 18:19:32
570,Margate,51.3813,1.3862,42.96,78,79,8.99,GB,2021-12-10 18:19:32
571,Melilla,35.2937,-2.9383,64.6,77,20,21.85,ES,2021-12-10 18:19:32
572,Santa Rosa,14.3122,121.1114,78.12,77,41,11.3,PH,2021-12-10 18:19:33
573,Harqalah,36.0303,10.509,64.99,48,40,11.5,TN,2021-12-10 18:19:33
574,Trelew,-43.249,-65.3051,90.54,16,0,19.69,AR,2021-12-10 18:19:34
575,Newport,51.5877,-2.9984,43.83,77,25,11.88,GB,2021-12-10 18:19:28
576,Miracema Do Tocantins,-9.5618,-48.3967,81.09,76,100,3.62,BR,2021-12-10 18:19:34
577,Wilmington,34.2257,-77.9447,69.71,89,90,5.75,US,2021-12-10 18:19:34
578,Khor,47.8861,134.9464,29.37,98,100,6.29,RU,2021-12-10 18:19:35
